eid	pid	detectorId	is_primary	posx	posy	posz	del_posx	del_posy	del_posz	del_t	globTime	propTime	localTime	ni_edep	tot_edep	tot_E	tot_KE	momx	momy	momz	px	py	pz
0	-13	Box-224	0	0.0414347	7056.05	100.338	3.29856e-05	-0.1	0.000151434	0.000333638	6.48604	0.134247	6.48604	0	4.89698e-08	5.04292	4.93726	0.00166307	-5.04181	0.00763504	0.000329855	-0.999999	0.00151434
0	-13	Box-223	0	-0.282002	6960.05	100.686	-0.000947742	-0.1	0.000320468	0.000333656	6.80634	0.140991	6.80634	0	0	4.97679	4.87113	-0.0471541	-4.97542	0.0159446	-0.00947694	-0.99995	0.00320452
0	-13	Box-222	0	-1.11038	6864.05	101.31	-0.00106365	-0.1	0.000782329	0.000333671	7.12666	0.147848	7.12666	0	0	4.89134	4.78568	-0.05201	-4.88977	0.0382541	-0.0106356	-0.999913	0.0078226
0	-13	Box-221	0	-1.92617	6768.05	102.191	-2.82646e-05	-0.1	0.000714274	0.000333653	7.44698	0.154786	7.44698	0	0	4.83008	4.72442	-0.00136484	-4.8288	0.0344909	-0.000282639	-0.999974	0.00714256
0	-13	Box-220	0	-2.15628	6672.05	103.141	-0.000522765	-0.1	0.00148305	0.000333688	7.7673	0.161843	7.7673	0	1.59541e-08	4.74254	4.63688	-0.0247831	-4.74078	0.0703082	-0.00522701	-0.999876	0.0148287
0	-13	Box-219	0	-3.03706	6576.05	104.175	-0.00137812	-0.1	0.000691691	0.00033369	8.08764	0.16904	8.08764	0	0	4.64171	4.53605	-0.0639439	-4.63995	0.0320941	-0.0137795	-0.999881	0.00691609
0	-13	Box-218	0	-4.461	6480.05	104.956	-0.00150144	-0.1	0.000993769	0.000333709	8.40799	0.1764	8.40799	0	0	4.52584	4.42018	-0.0679234	-4.52388	0.0449569	-0.015012	-0.999838	0.00993608
0	-13	Box-217	0	-6.12869	6384.05	106.128	-0.00183884	-0.1	0.00121589	0.000333739	8.72838	0.183928	8.72838	0	0	4.45566	4.35	-0.0818894	-4.45332	0.0541475	-0.0183839	-0.999757	0.012156
0	-13	Box-216	0	-7.75011	6288.05	107.147	-0.00169731	-0.1	0.00116747	0.000333731	9.04875	0.191569	9.04875	0	0	4.39292	4.28726	-0.0745022	-4.39071	0.051267	-0.0169645	-0.999788	0.0116738
0	-13	Box-215	0	-9.42902	6192.05	108.331	-0.00204926	-0.1	0.00161272	0.000333777	9.36914	0.199334	9.36914	0	2.19531e-08	4.31778	4.21212	-0.0884259	-4.31502	0.0695892	-0.0204856	-0.99966	0.0161217
0	-13	Box-214	0	-11.2113	6096.05	110.538	-0.00199535	-0.1	0.00311253	0.000333896	9.68961	0.207243	9.68961	0	0	4.23523	4.12957	-0.0844238	-4.23102	0.131692	-0.0199399	-0.999317	0.031104
0	-13	Box-213	0	-13.0053	6000.05	113.689	-0.00159917	-0.1	0.0037028	0.000333943	10.0102	0.215282	10.0102	0	0	4.16478	4.05912	-0.0665263	-4.16006	0.154038	-0.0159787	-0.999188	0.0369979
0	-13	Box-212	0	-14.3883	5904.05	117.231	-0.00154739	-0.1	0.00352117	0.000333922	10.3307	0.22347	10.3307	0	0	4.09631	3.99065	-0.0633178	-4.09192	0.144084	-0.0154624	-0.999261	0.0351857
0	-13	Box-211	0	-15.3927	5808.05	121.215	-0.0003136	-0.1	0.0052088	0.000334135	10.6514	0.231839	10.6514	0	0	3.98611	3.88046	-0.0124791	-3.9793	0.207274	-0.00313174	-0.998641	0.0520173
0	-13	Box-210	0	-15.7265	5712.05	127.085	-0.000430232	-0.1	0.00663123	0.000334422	10.9723	0.240418	10.9723	0	0	3.9105	3.80484	-0.0167763	-3.90047	0.258653	-0.00429163	-0.997799	0.0661673
0	-13	Box-209	0	-16.0159	5616.05	133.863	8.29341e-05	-0.1	0.0076107	0.000334655	11.2935	0.249141	11.2935	0	0	3.8505	3.74485	0.00318297	-3.83795	0.292095	0.000826949	-0.997116	0.0758875
