eid	pid	detectorId	is_primary	posx	posy	posz	del_posx	del_posy	del_posz	del_t	globTime	propTime	localTime	ni_edep	tot_edep	tot_E	tot_KE	momx	momy	momz	px	py	pz
0	13	Box-223	0	0.113425	6960.05	-0.484923	0.000593149	-0.1	-0.00201227	0.000335235	0.134238	0.0129895	0.134238	0	0	1.0838	0.978138	0.0063965	-1.0784	-0.0217002	0.00593019	-0.99978	-0.0201183
0	13	Box-222	0	1.8123	6864.05	-3.03602	0.00412611	-0.1	-0.00204999	0.00033572	0.456276	0.0451615	0.456276	0	0	1.02136	0.915705	0.041872	-1.01481	-0.0208034	0.0412174	-0.99894	-0.0204781
0	13	Box-221	0	6.97616	6768.05	-5.25117	0.00586941	-0.1	-0.00192826	0.00033634	0.778978	0.0800277	0.778978	0	1.80533e-08	0.938349	0.83269	0.0546211	-0.930607	-0.0179445	0.0585824	-0.998097	-0.0192459
0	13	Box-220	0	14.4395	6672.05	-9.73693	0.0106912	-0.1	-0.00992543	0.000339574	1.10298	0.117585	1.10298	0	0	0.876301	0.770643	0.0920297	-0.860797	-0.0854377	0.105792	-0.989526	-0.0982147
0	13	Box-219	0	24.8871	6576.05	-21.4857	0.0133585	-0.1	-0.0140619	0.000342722	1.43012	0.158459	1.43012	0	0	0.80842	0.702762	0.105108	-0.786823	-0.110642	0.131141	-0.981705	-0.138046
0	13	Box-218	0	32.1738	6480.05	-37.5169	0.00365085	-0.1	-0.0216297	0.000344984	1.75917	0.202897	1.75917	0	0	0.744974	0.639315	0.0262977	-0.720317	-0.155802	0.0356606	-0.976776	-0.211273
0	13	Box-217	0	35.6871	6384.05	-60.67	0.00462885	-0.1	-0.028113	0.000351045	2.09247	0.251642	2.09247	0	0	0.684808	0.57915	0.0301205	-0.650712	-0.182935	0.0445169	-0.961727	-0.270371
0	13	Box-216	0	43.1197	6288.05	-87.9545	0.0109223	-0.1	-0.0267611	0.000352739	2.43099	0.306742	2.43099	0	0	0.599705	0.494047	0.0619414	-0.56711	-0.151765	0.104928	-0.960675	-0.257087
0	13	Box-215	0	51.7399	6192.05	-121.418	0.00684711	-0.1	-0.0473731	0.000377117	2.77819	0.370368	2.77819	0	0	0.539345	0.433686	0.0326649	-0.477061	-0.225998	0.0617607	-0.901996	-0.427304
0	13	Box-214	0	58.7496	6096.05	-167.387	0.00206242	-0.1	-0.0477487	0.000379545	3.1423	0.446531	3.1423	0	0	0.467035	0.361377	0.00846536	-0.410457	-0.195988	0.0186082	-0.90225	-0.430813
0	13	Box-213	0	60.4916	6000.05	-217.22	0.00713293	-0.1	-0.057075	0.000398809	3.51392	0.534062	3.51392	0	0	0.402342	0.296684	0.024004	-0.336523	-0.192071	0.0618307	-0.866835	-0.494746
0	13	Box-212	0	67.5897	5904.05	-277.004	0.0105575	-0.1	-0.0619554	0.000415659	3.90812	0.645017	3.90812	0	0	0.331484	0.225825	0.028085	-0.266018	-0.164813	0.0893875	-0.84667	-0.524557
0	13	Box-211	0	84.7154	5808.05	-341.204	0.0206323	-0.1	-0.0574752	0.000431984	4.32779	0.797146	4.32779	0	0	0.248072	0.142413	0.0395218	-0.191553	-0.110096	0.176087	-0.853452	-0.490523
0	13	Box-210	0	96.8698	5712.05	-432.96	0.01531	-0.1	-0.141034	0.000839342	4.88762	1.11725	4.88762	0	4.61359e-08	0.145935	0.0402763	0.00887946	-0.0579978	-0.0817964	0.0882089	-0.576152	-0.812569
