eid	pid	detectorId	is_primary	posx	posy	posz	del_posx	del_posy	del_posz	del_t	globTime	propTime	localTime	ni_edep	tot_edep	tot_E	tot_KE	momx	momy	momz	px	py	pz
0	-13	Box-224	0	0.292074	7056.05	1.14589	0.000303368	-0.1	0.000413792	0.000333587	29.8358	0.312082	29.8358	0	0	10.0377	9.932	0.030449	-10.037	0.0415322	0.00303364	-0.999987	0.00413787
0	-13	Box-223	0	0.700107	6960.05	1.54725	0.000523143	-0.1	0.000617452	0.000333594	30.156	0.315462	30.156	0	0	9.97031	9.86466	0.0521543	-9.96943	0.0615564	0.00523126	-0.999967	0.00617432
0	-13	Box-222	0	1.25512	6864.05	2.43871	0.000700022	-0.1	0.00129429	0.000333619	30.4763	0.318867	30.4763	0	0	9.89653	9.79087	0.0692665	-9.8949	0.128068	0.00699946	-0.999892	0.0129415
0	-13	Box-221	0	1.99365	6768.05	3.88046	0.000677563	-0.1	0.00172842	0.000333641	30.7966	0.322297	30.7966	0	0	9.82882	9.72316	0.0665812	-9.82656	0.169844	0.00677447	-0.999828	0.0172812
0	-13	Box-220	0	2.57156	6672.05	5.61484	0.000548535	-0.1	0.00180864	0.000333643	31.1169	0.325753	31.1169	0	8.35686e-08	9.74568	9.64002	0.0534458	-9.74337	0.176222	0.00548437	-0.999821	0.0180832
0	-13	Box-219	0	3.276	6576.05	7.44419	0.000766161	-0.1	0.00203157	0.000333663	31.4372	0.32924	31.4372	0	0	9.66083	9.55517	0.0739956	-9.65798	0.196209	0.0076598	-0.999764	0.0203109
0	-13	Box-218	0	4.03108	6480.05	9.58441	0.000840853	-0.1	0.00244946	0.000333696	31.7575	0.332754	31.7575	0	0	9.59252	9.48687	0.0806271	-9.58873	0.234872	0.00840572	-0.999665	0.0244864
0	-13	Box-217	0	4.83947	6384.05	11.9611	0.00074026	-0.1	0.00253835	0.000333701	32.0779	0.3363	32.0779	0	7.28358e-08	9.48667	9.38101	0.0701971	-9.48276	0.240706	0.00740001	-0.999651	0.0253746
0	-13	Box-216	0	5.39052	6288.05	14.5957	0.000239118	-0.1	0.00291696	0.000333728	32.3982	0.339877	32.3982	0	0	9.42155	9.31589	0.0225175	-9.41692	0.274687	0.00239015	-0.999572	0.0291571
0	-13	Box-215	0	5.60821	6192.05	17.7605	0.000229757	-0.1	0.00364119	0.000333807	32.7186	0.34348	32.7186	0	1.25667e-07	9.35722	9.25156	0.0214982	-9.3504	0.340465	0.00229765	-0.999335	0.0363876
0	-13	Box-214	0	5.63394	6096.05	21.2495	-0.000271131	-0.1	0.00371762	0.000333817	33.0391	0.347108	33.0391	0	0	9.29256	9.1869	-0.0251759	-9.28551	0.3452	-0.00270943	-0.999306	0.0371504
0	-13	Box-213	0	5.20153	6000.05	24.8818	-0.000553708	-0.1	0.00366964	0.000333816	33.3596	0.350765	33.3596	0	0	9.2122	9.10655	-0.0509703	-9.20526	0.3378	-0.00553328	-0.999312	0.0366711
0	-13	Box-212	0	4.83466	5904.05	28.6261	-0.000304206	-0.1	0.00415526	0.000333876	33.6801	0.354457	33.6801	0	0	9.12736	9.0217	-0.0277401	-9.11883	0.378911	-0.00303943	-0.999133	0.0415166
0	-13	Box-211	0	4.34907	5808.05	32.6598	-0.000825784	-0.1	0.00416409	0.000333887	34.0006	0.358179	34.0006	0	0	9.05711	8.95145	-0.0747198	-9.04834	0.376781	-0.00825041	-0.9991	0.0416034
0	-13	Box-210	0	3.55509	5712.05	36.7908	-0.000867361	-0.1	0.00441687	0.000333925	34.3211	0.361929	34.3211	0	0	8.99009	8.88443	-0.0778923	-8.98038	0.396652	-0.00866484	-0.998988	0.0441241
0	-13	Box-209	0	2.91057	5616.05	41.2241	-0.000369947	-0.1	0.00474066	0.000333965	34.6417	0.365751	34.6417	0	0	8.7617	8.65604	-0.0323747	-8.75117	0.414864	-0.00369529	-0.998871	0.0473531
0	-13	Box-208	0	2.58814	5520.05	45.8676	-0.000333854	-0.1	0.0048226	0.000333978	34.9624	0.36963	34.9624	0	0	8.67956	8.5739	-0.0289361	-8.66879	0.418061	-0.00333407	-0.998834	0.0481697
0	-13	Box-207	0	2.33492	5424.05	50.6995	-0.000226924	-0.1	0.00517339	0.000334036	35.283	0.373544	35.283	0	0	8.61334	8.50768	-0.0195181	-8.60117	0.444972	-0.0022662	-0.998662	0.0516646
0	-13	Box-206	0	2.17212	5328.05	55.8114	5.37259e-05	-0.1	0.00558604	0.00033411	35.6037	0.377493	35.6037	0	0	8.53637	8.43071	0.00458295	-8.52243	0.476073	0.000536915	-0.998443	0.0557743
0	-13	Box-205	0	2.15472	5232.05	61.3416	-0.000274998	-0.1	0.00600408	0.000334192	35.9245	0.381471	35.9245	0	0	8.47187	8.36621	-0.0232537	-8.45595	0.507702	-0.00274503	-0.998199	0.0599327
0	-13	Box-204	0	1.9156	5136.05	67.3255	-0.000307109	-0.1	0.00654807	0.000334306	36.2454	0.385484	36.2454	0	0	8.40857	8.30291	-0.0257661	-8.3899	0.549376	-0.00306451	-0.997858	0.0653404
0	-13	Box-203	0	1.50091	5040.05	73.8182	-0.000668865	-0.1	0.00692591	0.000334397	36.5663	0.38953	36.5663	0	2.51168e-08	8.33992	8.23426	-0.0556437	-8.31913	0.576175	-0.00667251	-0.997588	0.069092
0	-13	Box-202	0	0.838799	4944.05	80.8556	-0.000573242	-0.1	0.00771554	0.000334588	36.8875	0.393619	36.8875	0	0	8.2541	8.14845	-0.0471711	-8.22884	0.634899	-0.00571534	-0.99702	0.0769255
0	-13	Box-201	0	0.197818	4848.05	88.3436	-0.000916981	-0.1	0.007831	0.000334627	37.2087	0.397742	37.2087	0	0	8.19344	8.08778	-0.0748937	-8.16741	0.63959	-0.00914144	-0.996906	0.0780677
0	-13	Box-200	0	-0.502352	4752.05	95.9535	-0.000420982	-0.1	0.00798466	0.000334657	37.5299	0.401897	37.5299	0	0	8.11908	8.01342	-0.0340683	-8.09257	0.646164	-0.00419643	-0.996819	0.0795926
0	-13	Box-199	0	-1.00607	4656.05	103.998	-0.000688216	-0.1	0.00872809	0.000334869	37.8513	0.406095	37.8513	0	7.60261e-08	8.04908	7.94343	-0.0551793	-8.01772	0.699794	-0.00685594	-0.996189	0.0869483
0	-13	Box-198	0	-1.77889	4560.05	112.33	-0.00102654	-0.1	0.00847402	0.000334807	38.1728	0.410335	38.1728	0	0	7.96808	7.86242	-0.0814923	-7.93851	0.672711	-0.0102282	-0.996377	0.0844332
0	-13	Box-197	0	-2.81847	4464.05	120.706	-0.00111608	-0.1	0.00901516	0.000334968	38.4943	0.414628	38.4943	0	0	7.8081	7.70244	-0.0867795	-7.77537	0.700962	-0.0111151	-0.995899	0.0897819
0	-13	Box-196	0	-3.79532	4368.05	129.471	-0.00105226	-0.1	0.00931721	0.000335059	38.8159	0.419004	38.8159	0	2.21232e-08	7.71344	7.60779	-0.0808033	-7.67904	0.715472	-0.0104766	-0.995633	0.0927652
0	-13	Box-195	0	-4.87536	4272.05	138.431	-0.00129313	-0.1	0.00926082	0.000335051	39.1375	0.423437	39.1375	0	0	7.61822	7.51256	-0.0980764	-7.5844	0.702377	-0.0128752	-0.995657	0.092206
0	-13	Box-194	0	-5.90101	4176.05	147.571	-0.000779092	-0.1	0.00968635	0.000335172	39.4593	0.428043	39.4593	0	0	7.14822	7.04256	-0.055424	-7.11393	0.68908	-0.00775439	-0.995312	0.0964093
0	-13	Box-193	0	-7.55042	4080.05	157.312	-0.00229871	-0.1	0.0105479	0.00033554	39.7812	0.432822	39.7812	0	5.86205e-08	7.0806	6.97495	-0.161804	-7.03892	0.742461	-0.0228543	-0.994223	0.10487
0	-13	Box-192	0	-9.64751	3984.05	167.748	-0.00192796	-0.1	0.011369	0.000335813	40.1034	0.437643	40.1034	0	6.90458e-08	7.01869	6.91303	-0.134412	-6.97169	0.79261	-0.0191527	-0.993417	0.112941
0	-13	Box-191	0	-11.5101	3888.05	179.082	-0.00191965	-0.1	0.0123188	0.000336185	40.426	0.442517	40.426	0	0	6.95186	6.8462	-0.132411	-6.89765	0.849707	-0.019049	-0.992318	0.122241
0	-13	Box-190	0	-13.2467	3792.05	191.311	-0.00159654	-0.1	0.0131862	0.000336533	40.7489	0.447444	40.7489	0	0	6.88524	6.77958	-0.108965	-6.82449	0.899892	-0.0158277	-0.991294	0.130714
0	-13	Box-189	0	-14.7447	3696.05	204.111	-0.00143456	-0.1	0.0135358	0.000336681	41.072	0.45243	41.072	0	0	6.8012	6.69554	-0.0966638	-6.73824	0.912076	-0.0142145	-0.990863	0.134121
0	-13	Box-188	0	-16.2926	3600.05	217.688	-0.00176069	-0.1	0.0146974	0.00033724	41.3955	0.457478	41.3955	0	0	6.73258	6.62693	-0.117247	-6.65919	0.978731	-0.0174171	-0.989221	0.14539
0	-13	Box-187	0	-18.0208	3504.05	232.039	-0.00185328	-0.1	0.0152956	0.000337542	41.7194	0.462576	41.7194	0	1.58836e-08	6.66962	6.56396	-0.12215	-6.59101	1.00813	-0.0183166	-0.988338	0.151172
0	-13	Box-186	0	-19.8708	3408.05	246.668	-0.00219556	-0.1	0.0149253	0.000337382	42.0434	0.46773	42.0434	0	1.90079e-07	6.60459	6.49893	-0.143367	-6.52986	0.974604	-0.02171	-0.988811	0.147583
0	-13	Box-185	0	-21.7908	3312.05	261.192	-0.00183081	-0.1	0.0154064	0.000337599	42.3674	0.472936	42.3674	0	0	6.52976	6.4241	-0.118119	-6.45171	0.993976	-0.0180917	-0.988178	0.152242
0	-13	Box-184	0	-23.422	3216.05	276.241	-0.00149984	-0.1	0.0158745	0.000337824	42.6916	0.478213	42.6916	0	0	6.4283	6.32265	-0.0951989	-6.34725	1.0076	-0.0148113	-0.987525	0.156765
0	-13	Box-183	0	-25.2567	3120.05	291.563	-0.00247431	-0.1	0.0161562	0.000338037	43.016	0.48357	43.016	0	0	6.34487	6.23921	-0.154915	-6.26091	1.01152	-0.0244191	-0.986905	0.159446
0	-13	Box-182	0	-27.6614	3024.05	307.046	-0.0026297	-0.1	0.0158729	0.000337902	43.3405	0.489	43.3405	0	0	6.27012	6.16446	-0.162768	-6.18963	0.982473	-0.0259631	-0.987303	0.156714
0	-13	Box-181	0	-30.3253	2928.05	322.508	-0.00302362	-0.1	0.0163556	0.000338196	43.665	0.494495	43.665	0	0	6.20191	6.09625	-0.184954	-6.11697	1.00047	-0.0298264	-0.986448	0.161339
0	-13	Box-180	0	-33.3616	2832.05	338.453	-0.00316376	-0.1	0.0169037	0.000338511	43.9898	0.500056	43.9898	0	0	6.13135	6.02569	-0.191147	-6.04175	1.02128	-0.0311799	-0.985533	0.166591
0	-13	Box-179	0	-36.3992	2736.05	354.765	-0.00289127	-0.1	0.0170401	0.000338561	44.3148	0.505687	44.3148	0	0	6.05686	5.9512	-0.172536	-5.96747	1.01686	-0.0284903	-0.98539	0.167911
0	-13	Box-178	0	-39.1292	2640.05	371.441	-0.00265965	-0.1	0.0177915	0.000338971	44.64	0.511384	44.64	0	0	5.98114	5.87548	-0.15654	-5.88573	1.04716	-0.0261763	-0.984202	0.175104
0	-13	Box-177	0	-41.6843	2544.05	388.963	-0.00263819	-0.1	0.0187862	0.000339567	44.9657	0.517163	44.9657	0	0	5.91451	5.80885	-0.153287	-5.80993	1.0915	-0.0259213	-0.982476	0.184577
0	-13	Box-176	0	-44.3366	2448.05	407.038	-0.00289873	-0.1	0.0188586	0.000339637	45.2917	0.52302	45.2917	0	0	5.84069	5.73503	-0.166278	-5.73626	1.08178	-0.0284736	-0.98228	0.185244
0	-13	Box-175	0	-47.0777	2352.05	425.485	-0.00299182	-0.1	0.0194681	0.00034003	45.618	0.52895	45.618	0	5.0072e-08	5.77143	5.66578	-0.169387	-5.66169	1.10223	-0.0293542	-0.981149	0.191011
0	-13	Box-174	0	-49.6353	2256.05	444.338	-0.00245908	-0.1	0.0201018	0.000340395	45.9445	0.534974	45.9445	0	0	5.67518	5.56952	-0.136757	-5.5613	1.11792	-0.0241015	-0.980104	0.197018
0	-13	Box-173	0	-52.0484	2160.05	464.001	-0.0024093	-0.1	0.0211676	0.000341111	46.2715	0.541102	46.2715	0	0	5.59588	5.49023	-0.131839	-5.47208	1.15831	-0.0235642	-0.978051	0.20703
0	-13	Box-172	0	-54.35	2064.05	484.333	-0.00242554	-0.1	0.0212617	0.000341179	46.599	0.547315	46.599	0	0	5.52324	5.41759	-0.130988	-5.39998	1.14812	-0.0237202	-0.977861	0.207908
0	-13	Box-171	0	-57.0173	1968.05	505	-0.00327735	-0.1	0.0218183	0.00034165	46.9267	0.553621	46.9267	0	0	5.45385	5.3482	-0.1745	-5.32477	1.16178	-0.0320017	-0.976515	0.21306
0	-13	Box-170	0	-60.1597	1872.05	526.102	-0.0031565	-0.1	0.022156	0.000341881	47.2548	0.560005	47.2548	0	1.54921e-08	5.38688	5.28122	-0.1659	-5.25583	1.16448	-0.030803	-0.97586	0.216212
0	-13	Box-169	0	-63.4254	1776.05	547.603	-0.00374144	-0.1	0.0226396	0.000342301	47.5832	0.566487	47.5832	0	0	5.30678	5.20113	-0.193482	-5.17133	1.17077	-0.0364666	-0.974669	0.220661
0	-13	Box-168	0	-66.8585	1680.05	569.522	-0.00345892	-0.1	0.0230208	0.000342553	47.912	0.57307	47.912	0	0	5.2351	5.12944	-0.176326	-5.09772	1.17354	-0.0336884	-0.973958	0.224213
0	-13	Box-167	0	-70.1908	1584.05	591.638	-0.00368809	-0.1	0.0229176	0.000342504	48.2408	0.579743	48.2408	0	0	5.16656	5.0609	-0.185562	-5.03169	1.15316	-0.0359235	-0.974101	0.223243
0	-13	Box-166	0	-73.6632	1488.05	614.029	-0.00349232	-0.1	0.0238781	0.000343213	48.5699	0.586507	48.5699	0	0	5.09865	4.99299	-0.173055	-4.95531	1.18323	-0.0339487	-0.972095	0.232117
0	-13	Box-165	0	-76.9037	1392.05	637.181	-0.00353467	-0.1	0.0244046	0.000343633	48.8996	0.593411	48.8996	0	3.84618e-08	4.98561	4.87996	-0.171061	-4.83953	1.18107	-0.0343187	-0.970916	0.236948
0	-13	Box-164	0	-80.4044	1296.05	660.538	-0.00382063	-0.1	0.0238453	0.000343232	49.2294	0.600447	49.2294	0	0	4.91066	4.805	-0.182333	-4.77233	1.13798	-0.0371386	-0.972057	0.231789
0	-13	Box-163	0	-84.3426	1200.05	683.761	-0.00474094	-0.1	0.0246973	0.000344032	49.5592	0.607584	49.5592	0	0	4.84218	4.73652	-0.222579	-4.69484	1.1595	-0.0459778	-0.969803	0.239516
0	-13	Box-162	0	-88.0675	1104.05	707.671	-0.00347686	-0.1	0.0253237	0.000344373	49.8896	0.61484	49.8896	0	0	4.76894	4.66328	-0.160605	-4.61925	1.16977	-0.0336856	-0.968849	0.245349
